CHROM	size
HiC_scaffold_9092	7583
HiC_scaffold_9093	7537
HiC_scaffold_9094	7543
HiC_scaffold_9096	7550
HiC_scaffold_9097	7670
HiC_scaffold_9098	7542
HiC_scaffold_9099	7579
HiC_scaffold_9100	7432
HiC_scaffold_9101	7667
HiC_scaffold_9102	7474
HiC_scaffold_9103	7668
HiC_scaffold_9104	8044
HiC_scaffold_9106	7601
HiC_scaffold_9107	7628
HiC_scaffold_9108	7707
HiC_scaffold_9109	7654
HiC_scaffold_9110	9972
HiC_scaffold_9111	7548
HiC_scaffold_9112	7582
HiC_scaffold_9113	7549
HiC_scaffold_9114	7528
HiC_scaffold_9115	7579
HiC_scaffold_9116	7704
HiC_scaffold_9117	7523
HiC_scaffold_9118	7570
HiC_scaffold_9120	7547
HiC_scaffold_9121	7618
HiC_scaffold_9122	7514
HiC_scaffold_9123	7679
HiC_scaffold_9124	7424
HiC_scaffold_9125	10455
HiC_scaffold_9126	7590
HiC_scaffold_9127	7324
HiC_scaffold_9128	7666
HiC_scaffold_9129	7666
HiC_scaffold_9130	7575
HiC_scaffold_9131	7167
HiC_scaffold_9132	7043
HiC_scaffold_9133	7586
HiC_scaffold_9134	7559
HiC_scaffold_9135	7206
HiC_scaffold_9136	7614
HiC_scaffold_9137	7533
HiC_scaffold_9138	7600
HiC_scaffold_9141	7595
HiC_scaffold_9142	7310
HiC_scaffold_9143	7545
HiC_scaffold_9144	7435
HiC_scaffold_9145	7665
HiC_scaffold_9146	7572
HiC_scaffold_9147	7734
HiC_scaffold_9148	7484
HiC_scaffold_9149	8059
HiC_scaffold_9150	7401
HiC_scaffold_9151	8011
HiC_scaffold_9152	7484
HiC_scaffold_9153	7566
HiC_scaffold_9154	7451
HiC_scaffold_9155	7475
HiC_scaffold_9156	7592
HiC_scaffold_9157	7472
HiC_scaffold_9158	7541
HiC_scaffold_9159	7521
HiC_scaffold_9160	7562
HiC_scaffold_9161	7568
HiC_scaffold_9162	7580
HiC_scaffold_9163	7542
HiC_scaffold_9164	7450
HiC_scaffold_9165	7543
HiC_scaffold_9166	7409
HiC_scaffold_9167	7516
HiC_scaffold_9169	7570
HiC_scaffold_9170	6170
HiC_scaffold_9171	7525
HiC_scaffold_9172	7474
HiC_scaffold_9173	7219
HiC_scaffold_9174	7443
HiC_scaffold_9175	7489
HiC_scaffold_9177	7460
HiC_scaffold_9178	7349
HiC_scaffold_9179	7292
HiC_scaffold_9180	7514
HiC_scaffold_9182	7495
HiC_scaffold_9183	7480
HiC_scaffold_9184	7606
HiC_scaffold_9185	7510
HiC_scaffold_9186	7481
HiC_scaffold_9187	7513
HiC_scaffold_9188	7559
HiC_scaffold_9189	7549
HiC_scaffold_9190	7456
HiC_scaffold_9191	7394
HiC_scaffold_9193	7757
HiC_scaffold_9194	7546
HiC_scaffold_9196	7443
HiC_scaffold_9197	7699
HiC_scaffold_9198	7477
HiC_scaffold_9200	7395
HiC_scaffold_9201	7654
HiC_scaffold_9202	7410
HiC_scaffold_9203	7499
HiC_scaffold_9205	6648
HiC_scaffold_9207	7476
HiC_scaffold_9208	7386
HiC_scaffold_9209	7461
HiC_scaffold_9211	7477
HiC_scaffold_9212	7515
HiC_scaffold_9213	7469
HiC_scaffold_9214	7458
HiC_scaffold_9215	7433
HiC_scaffold_9218	7446
HiC_scaffold_9220	7487
HiC_scaffold_9222	7394
HiC_scaffold_9224	7432
HiC_scaffold_9225	7438
HiC_scaffold_9226	7398
HiC_scaffold_9227	7461
HiC_scaffold_9228	7444
HiC_scaffold_9229	7507
HiC_scaffold_9231	7432
HiC_scaffold_9232	7421
HiC_scaffold_9234	7470
HiC_scaffold_9235	7405
HiC_scaffold_9236	7467
HiC_scaffold_9237	7435
HiC_scaffold_9239	7491
HiC_scaffold_9240	6905
HiC_scaffold_9241	7404
HiC_scaffold_9243	7146
HiC_scaffold_9244	7467
HiC_scaffold_9245	7419
HiC_scaffold_9246	7447
HiC_scaffold_9247	7246
HiC_scaffold_9248	7410
HiC_scaffold_9249	6979
HiC_scaffold_9250	7366
HiC_scaffold_9251	7403
HiC_scaffold_9252	7598
HiC_scaffold_9253	7450
HiC_scaffold_9254	7449
HiC_scaffold_9255	7397
HiC_scaffold_9257	7454
HiC_scaffold_9258	7385
HiC_scaffold_9259	7390
HiC_scaffold_9260	7378
HiC_scaffold_9261	7430
HiC_scaffold_9262	7510
HiC_scaffold_9263	7388
HiC_scaffold_9264	7346
HiC_scaffold_9265	7413
HiC_scaffold_9266	7225
HiC_scaffold_9267	7294
HiC_scaffold_9269	7353
HiC_scaffold_9270	7374
HiC_scaffold_9271	6505
HiC_scaffold_9272	7208
HiC_scaffold_9273	7390
HiC_scaffold_9274	7181
HiC_scaffold_9275	7306
HiC_scaffold_9277	7109
HiC_scaffold_9278	7434
HiC_scaffold_9279	7377
HiC_scaffold_9280	6832
HiC_scaffold_9281	7394
HiC_scaffold_9282	7386
HiC_scaffold_9283	7522
HiC_scaffold_9284	7382
HiC_scaffold_9285	7382
HiC_scaffold_9286	7439
HiC_scaffold_9287	8192
HiC_scaffold_9288	7274
HiC_scaffold_9289	7392
HiC_scaffold_9290	7361
HiC_scaffold_9291	7380
HiC_scaffold_9292	7247
HiC_scaffold_9293	7386
HiC_scaffold_9294	7279
HiC_scaffold_9296	7368
HiC_scaffold_9297	7341
HiC_scaffold_9298	7406
HiC_scaffold_9299	7317
HiC_scaffold_9301	7332
HiC_scaffold_9303	7406
HiC_scaffold_9305	7348
HiC_scaffold_9308	6922
HiC_scaffold_9309	6537
HiC_scaffold_9310	7365
HiC_scaffold_9311	7351
HiC_scaffold_9312	7356
HiC_scaffold_9313	6149
HiC_scaffold_9314	7383
HiC_scaffold_9316	7397
HiC_scaffold_9317	7336
HiC_scaffold_9319	7391
HiC_scaffold_9320	7380
HiC_scaffold_9321	7296
HiC_scaffold_9322	7332
HiC_scaffold_9323	7385
HiC_scaffold_9325	7380
HiC_scaffold_9327	7349
HiC_scaffold_9328	7318
HiC_scaffold_9329	7341
HiC_scaffold_9330	7319
HiC_scaffold_9331	7375
HiC_scaffold_9332	7311
HiC_scaffold_9333	7341
HiC_scaffold_9334	7309
HiC_scaffold_9335	7624
HiC_scaffold_9336	7362
HiC_scaffold_9337	7405
HiC_scaffold_9338	7261
HiC_scaffold_9339	7351
HiC_scaffold_9340	7364
HiC_scaffold_9341	9604
HiC_scaffold_9342	7383
HiC_scaffold_9343	7260
HiC_scaffold_9344	7682
HiC_scaffold_9345	7268
HiC_scaffold_9347	7280
HiC_scaffold_9348	7240
HiC_scaffold_9349	7413
HiC_scaffold_9350	7298
HiC_scaffold_9352	7136
HiC_scaffold_9353	7281
HiC_scaffold_9354	7299
HiC_scaffold_9355	7503
HiC_scaffold_9356	7310
HiC_scaffold_9357	7294
HiC_scaffold_9358	7368
HiC_scaffold_9359	7230
HiC_scaffold_9360	7294
HiC_scaffold_9361	7362
HiC_scaffold_9364	7281
HiC_scaffold_9366	7456
HiC_scaffold_9368	7394
HiC_scaffold_9369	7267
HiC_scaffold_9370	7287
HiC_scaffold_9371	7283
HiC_scaffold_9373	7259
HiC_scaffold_9374	7251
HiC_scaffold_9375	7333
HiC_scaffold_9376	7173
HiC_scaffold_9378	7422
HiC_scaffold_9379	7773
HiC_scaffold_9380	7265
HiC_scaffold_9381	7355
HiC_scaffold_9382	7263
HiC_scaffold_9383	7350
HiC_scaffold_9384	6762
HiC_scaffold_9385	7288
HiC_scaffold_9387	7270
HiC_scaffold_9388	7103
HiC_scaffold_9391	7204
HiC_scaffold_9392	7270
HiC_scaffold_9393	7316
HiC_scaffold_9398	7117
HiC_scaffold_9399	7240
HiC_scaffold_9400	7287
HiC_scaffold_9403	7219
HiC_scaffold_9404	7035
HiC_scaffold_9406	7270
HiC_scaffold_9407	7513
HiC_scaffold_9408	7246
HiC_scaffold_9410	7248
HiC_scaffold_9411	7266
HiC_scaffold_9412	7509
HiC_scaffold_9413	7391
HiC_scaffold_9414	7375
HiC_scaffold_9415	5070
HiC_scaffold_9416	7262
HiC_scaffold_9417	7237
HiC_scaffold_9418	7239
HiC_scaffold_9419	6584
HiC_scaffold_9420	6875
HiC_scaffold_9421	7245
HiC_scaffold_9422	7250
HiC_scaffold_9423	7254
HiC_scaffold_9424	7251
HiC_scaffold_9425	7237
HiC_scaffold_9426	6264
HiC_scaffold_9427	6837
HiC_scaffold_9428	7200
HiC_scaffold_9429	7188
HiC_scaffold_9430	7321
HiC_scaffold_9431	7189
HiC_scaffold_9432	7227
HiC_scaffold_9433	7619
HiC_scaffold_9434	7263
HiC_scaffold_9435	7205
HiC_scaffold_9436	7289
HiC_scaffold_9439	7262
HiC_scaffold_9440	7574
HiC_scaffold_9442	7232
HiC_scaffold_9443	7193
HiC_scaffold_9445	7225
HiC_scaffold_9446	7226
HiC_scaffold_9447	7146
HiC_scaffold_9448	7137
HiC_scaffold_9449	7179
HiC_scaffold_9450	7186
HiC_scaffold_9451	6989
HiC_scaffold_9452	7272
HiC_scaffold_9453	7141
HiC_scaffold_9454	7242
HiC_scaffold_9456	7168
HiC_scaffold_9457	7176
HiC_scaffold_9458	6707
HiC_scaffold_9459	7184
HiC_scaffold_9460	7239
HiC_scaffold_9461	7191
HiC_scaffold_9463	7375
HiC_scaffold_9464	7268
HiC_scaffold_9465	7197
HiC_scaffold_9467	7168
HiC_scaffold_9468	7150
HiC_scaffold_9469	7211
HiC_scaffold_9470	7194
HiC_scaffold_9471	7279
HiC_scaffold_9473	7218
HiC_scaffold_9475	7171
HiC_scaffold_9476	6870
HiC_scaffold_9478	7137
HiC_scaffold_9481	7184
HiC_scaffold_9482	7119
HiC_scaffold_9484	7194
HiC_scaffold_9486	7156
HiC_scaffold_9487	7223
HiC_scaffold_9488	7088
HiC_scaffold_9490	7234
HiC_scaffold_9491	7768
HiC_scaffold_9493	7177
HiC_scaffold_9494	7327
HiC_scaffold_9495	6736
HiC_scaffold_9496	7143
HiC_scaffold_9497	7101
HiC_scaffold_9498	7150
HiC_scaffold_9499	7192
HiC_scaffold_9500	7151
HiC_scaffold_9502	7184
HiC_scaffold_9503	7156
HiC_scaffold_9505	7132
HiC_scaffold_9506	7045
HiC_scaffold_9507	7158
HiC_scaffold_9508	7157
HiC_scaffold_9509	7003
HiC_scaffold_9511	6908
HiC_scaffold_9513	7253
HiC_scaffold_9514	7178
HiC_scaffold_9515	7104
HiC_scaffold_9516	7268
HiC_scaffold_9518	7461
HiC_scaffold_9519	7288
HiC_scaffold_9520	7131
HiC_scaffold_9521	7171
HiC_scaffold_9522	7115
HiC_scaffold_9523	7102
HiC_scaffold_9524	7169
HiC_scaffold_9525	7163
HiC_scaffold_9527	6713
HiC_scaffold_9528	7166
HiC_scaffold_9529	7151
HiC_scaffold_9530	7167
HiC_scaffold_9531	7011
HiC_scaffold_9532	7165
HiC_scaffold_9533	7039
HiC_scaffold_9534	7150
HiC_scaffold_9535	7207
HiC_scaffold_9536	7106
HiC_scaffold_9537	7208
HiC_scaffold_9538	7141
HiC_scaffold_9539	7354
HiC_scaffold_9540	7145
HiC_scaffold_9541	7065
HiC_scaffold_9543	7086
HiC_scaffold_9544	7157
HiC_scaffold_9545	7128
HiC_scaffold_9546	7034
HiC_scaffold_9547	7184
HiC_scaffold_9552	7040
HiC_scaffold_9553	7149
HiC_scaffold_9554	7151
HiC_scaffold_9555	7337
HiC_scaffold_9557	7243
HiC_scaffold_9558	7233
HiC_scaffold_9559	7525
HiC_scaffold_9561	7091
HiC_scaffold_9562	6896
HiC_scaffold_9565	7109
HiC_scaffold_9566	7032
HiC_scaffold_9567	7142
HiC_scaffold_9569	7072
HiC_scaffold_9572	7037
HiC_scaffold_9573	7242
HiC_scaffold_9574	7082
HiC_scaffold_9576	7088
HiC_scaffold_9578	7125
HiC_scaffold_9579	7117
HiC_scaffold_9580	6991
HiC_scaffold_9581	7261
HiC_scaffold_9584	7051
HiC_scaffold_9585	7145
HiC_scaffold_9586	6921
HiC_scaffold_9587	7091
HiC_scaffold_9588	7197
HiC_scaffold_9589	7021
HiC_scaffold_9590	6461
HiC_scaffold_9591	7068
HiC_scaffold_9592	7010
HiC_scaffold_9593	7068
HiC_scaffold_9595	7078
HiC_scaffold_9596	7025
HiC_scaffold_9597	7177
HiC_scaffold_9598	6435
HiC_scaffold_9599	7098
HiC_scaffold_9600	7146
HiC_scaffold_9601	6523
HiC_scaffold_9602	7049
HiC_scaffold_9603	7100
HiC_scaffold_9604	7035
HiC_scaffold_9605	7186
HiC_scaffold_9606	7008
HiC_scaffold_9609	7184
HiC_scaffold_9610	7230
HiC_scaffold_9611	6595
HiC_scaffold_9612	7093
HiC_scaffold_9614	7044
HiC_scaffold_9615	7063
HiC_scaffold_9616	6999
HiC_scaffold_9617	7075
HiC_scaffold_9618	7415
HiC_scaffold_9619	6964
HiC_scaffold_9620	6962
HiC_scaffold_9621	7040
HiC_scaffold_9622	7034
HiC_scaffold_9623	7115
HiC_scaffold_9624	7017
HiC_scaffold_9625	7014
HiC_scaffold_9627	7086
HiC_scaffold_9628	7065
HiC_scaffold_9629	7039
HiC_scaffold_9630	7000
HiC_scaffold_9631	7096
HiC_scaffold_9632	7061
HiC_scaffold_9633	7031
HiC_scaffold_9634	7224
HiC_scaffold_9635	7066
HiC_scaffold_9636	6578
HiC_scaffold_9638	7084
HiC_scaffold_9639	7042
HiC_scaffold_9640	6851
HiC_scaffold_9641	7374
HiC_scaffold_9642	7193
HiC_scaffold_9643	6965
HiC_scaffold_9644	7035
HiC_scaffold_9645	6934
HiC_scaffold_9646	6988
HiC_scaffold_9648	7080
HiC_scaffold_9649	6969
HiC_scaffold_9650	6970
HiC_scaffold_9651	7052
HiC_scaffold_9652	7517
HiC_scaffold_9653	7192
HiC_scaffold_9654	6999
HiC_scaffold_9655	7020
HiC_scaffold_9656	7009
HiC_scaffold_9657	7009
HiC_scaffold_9658	6984
HiC_scaffold_9659	6318
HiC_scaffold_9661	6344
HiC_scaffold_9662	7044
HiC_scaffold_9665	7001
HiC_scaffold_9667	6987
HiC_scaffold_9668	7028
HiC_scaffold_9669	7024
HiC_scaffold_9671	6918
HiC_scaffold_9673	7005
HiC_scaffold_9675	7015
HiC_scaffold_9676	7076
HiC_scaffold_9677	6903
HiC_scaffold_9679	7054
HiC_scaffold_9680	7021
HiC_scaffold_9682	7027
HiC_scaffold_9683	6967
HiC_scaffold_9684	7089
HiC_scaffold_9685	7008
HiC_scaffold_9686	6969
HiC_scaffold_9687	6978
HiC_scaffold_9688	6208
HiC_scaffold_9689	6965
HiC_scaffold_9690	6785
HiC_scaffold_9691	6882
HiC_scaffold_9695	7052
HiC_scaffold_9696	6912
HiC_scaffold_9698	6979
HiC_scaffold_9699	6952
HiC_scaffold_9701	7078
HiC_scaffold_9702	6600
HiC_scaffold_9703	6972
HiC_scaffold_9704	7039
HiC_scaffold_9705	6978
HiC_scaffold_9706	6934
HiC_scaffold_9708	6986
HiC_scaffold_9709	7014
HiC_scaffold_9710	6961
HiC_scaffold_9711	6832
HiC_scaffold_9713	6892
HiC_scaffold_9714	6956
HiC_scaffold_9715	6939
HiC_scaffold_9716	6984
HiC_scaffold_9717	7010
HiC_scaffold_9718	7031
HiC_scaffold_9719	7022
HiC_scaffold_9721	6906
HiC_scaffold_9722	6922
HiC_scaffold_9723	6922
HiC_scaffold_9724	6959
HiC_scaffold_9725	6957
HiC_scaffold_9726	6714
HiC_scaffold_9727	6939
HiC_scaffold_9729	6705
HiC_scaffold_9730	7023
HiC_scaffold_9731	6823
HiC_scaffold_9732	6972
HiC_scaffold_9734	6912
HiC_scaffold_9735	6944
HiC_scaffold_9736	6948
HiC_scaffold_9738	6503
HiC_scaffold_9739	6735
HiC_scaffold_9740	7021
HiC_scaffold_9742	6324
HiC_scaffold_9743	6946
HiC_scaffold_9744	6452
HiC_scaffold_9746	7014
HiC_scaffold_9747	6939
HiC_scaffold_9748	6755
HiC_scaffold_9749	7016
HiC_scaffold_9750	7056
HiC_scaffold_9751	7176
HiC_scaffold_9754	6996
HiC_scaffold_9757	6926
HiC_scaffold_9759	6972
HiC_scaffold_9760	7155
HiC_scaffold_9762	6924
HiC_scaffold_9763	6693
HiC_scaffold_9764	6927
HiC_scaffold_9765	6905
HiC_scaffold_9768	6922
HiC_scaffold_9769	6909
HiC_scaffold_9771	6552
HiC_scaffold_9772	6965
HiC_scaffold_9773	6933
HiC_scaffold_9774	6852
HiC_scaffold_9775	6885
HiC_scaffold_9776	7414
HiC_scaffold_9777	6887
HiC_scaffold_9778	6783
HiC_scaffold_9780	6964
HiC_scaffold_9781	6889
HiC_scaffold_9782	6838
HiC_scaffold_9783	7118
HiC_scaffold_9785	7100
HiC_scaffold_9786	6919
HiC_scaffold_9787	6779
HiC_scaffold_9788	6888
HiC_scaffold_9789	6843
HiC_scaffold_9790	6921
HiC_scaffold_9791	6968
HiC_scaffold_9792	6980
HiC_scaffold_9794	6531
HiC_scaffold_9795	6896
HiC_scaffold_9796	6793
HiC_scaffold_9797	6778
HiC_scaffold_9798	6515
HiC_scaffold_9799	6894
HiC_scaffold_9800	6195
HiC_scaffold_9801	6864
HiC_scaffold_9802	6929
HiC_scaffold_9803	7215
HiC_scaffold_9804	6582
HiC_scaffold_9805	6863
HiC_scaffold_9806	7195
HiC_scaffold_9808	6778
HiC_scaffold_9809	6870
HiC_scaffold_9810	6946
HiC_scaffold_9812	7206
HiC_scaffold_9813	6891
HiC_scaffold_9814	6857
HiC_scaffold_9815	6836
HiC_scaffold_9816	6845
HiC_scaffold_9817	6922
HiC_scaffold_9818	6872
HiC_scaffold_9819	6525
HiC_scaffold_9820	6816
HiC_scaffold_9821	6864
HiC_scaffold_9822	6864
HiC_scaffold_9823	7002
HiC_scaffold_9824	6868
HiC_scaffold_9825	6941
HiC_scaffold_9826	6103
HiC_scaffold_9827	6872
HiC_scaffold_9828	6841
HiC_scaffold_9829	6803
HiC_scaffold_9830	6847
HiC_scaffold_9831	6845
HiC_scaffold_9832	6850
HiC_scaffold_9833	6875
HiC_scaffold_9834	6861
HiC_scaffold_9835	7392
HiC_scaffold_9836	6876
HiC_scaffold_9838	6841
HiC_scaffold_9840	6829
HiC_scaffold_9841	6824
HiC_scaffold_9843	6775
HiC_scaffold_9844	6828
HiC_scaffold_9848	6470
HiC_scaffold_9849	6366
HiC_scaffold_9850	6812
HiC_scaffold_9851	6860
HiC_scaffold_9852	7012
HiC_scaffold_9853	4711
HiC_scaffold_9854	6736
HiC_scaffold_9856	6210
HiC_scaffold_9857	6912
HiC_scaffold_9858	6817
HiC_scaffold_9860	6856
HiC_scaffold_9861	6173
HiC_scaffold_9862	6887
HiC_scaffold_9864	6840
HiC_scaffold_9865	6789
HiC_scaffold_9867	6835
HiC_scaffold_9868	6939
HiC_scaffold_9869	6791
HiC_scaffold_9870	6833
HiC_scaffold_9871	6627
HiC_scaffold_9872	6787
HiC_scaffold_9873	6856
HiC_scaffold_9874	6359
HiC_scaffold_9875	6797
HiC_scaffold_9876	6604
HiC_scaffold_9877	6808
HiC_scaffold_9881	6794
HiC_scaffold_9883	6775
HiC_scaffold_9885	6816
HiC_scaffold_9886	6766
HiC_scaffold_9887	6798
HiC_scaffold_9888	6746
HiC_scaffold_9889	6794
HiC_scaffold_9891	6784
HiC_scaffold_9892	5550
HiC_scaffold_9894	6795
HiC_scaffold_9895	6792
HiC_scaffold_9896	6919
HiC_scaffold_9897	6822
HiC_scaffold_9898	6934
HiC_scaffold_9899	6814
HiC_scaffold_9900	6140
HiC_scaffold_9902	6407
HiC_scaffold_9905	6776
HiC_scaffold_9906	6700
HiC_scaffold_9908	6528
HiC_scaffold_9909	6889
HiC_scaffold_9910	6828
HiC_scaffold_9911	6677
HiC_scaffold_9912	6294
HiC_scaffold_9913	6788
HiC_scaffold_9914	6810
HiC_scaffold_9915	6781
HiC_scaffold_9916	6768
HiC_scaffold_9917	6799
HiC_scaffold_9919	6494
HiC_scaffold_9920	6754
HiC_scaffold_9922	6798
HiC_scaffold_9923	6809
HiC_scaffold_9924	6816
HiC_scaffold_9925	6752
HiC_scaffold_9926	6619
HiC_scaffold_9927	6685
HiC_scaffold_9930	6765
HiC_scaffold_9932	6805
HiC_scaffold_9933	6825
HiC_scaffold_9934	6867
HiC_scaffold_9935	6709
HiC_scaffold_9936	6332
HiC_scaffold_9938	6869
HiC_scaffold_9939	6765
HiC_scaffold_9940	6836
HiC_scaffold_9941	6783
HiC_scaffold_9942	6822
HiC_scaffold_9944	6884
HiC_scaffold_9946	6741
HiC_scaffold_9948	6813
HiC_scaffold_9949	6768
HiC_scaffold_9950	6762
HiC_scaffold_9952	6774
HiC_scaffold_9953	6845
HiC_scaffold_9954	6745
HiC_scaffold_9955	6769
HiC_scaffold_9957	6776
HiC_scaffold_9958	6746
HiC_scaffold_9959	6880
HiC_scaffold_9960	6719
HiC_scaffold_9963	6736
HiC_scaffold_9967	6705
HiC_scaffold_9968	6893
HiC_scaffold_9969	6716
HiC_scaffold_9970	6469
HiC_scaffold_9972	6803
HiC_scaffold_9975	6808
HiC_scaffold_9976	6847
HiC_scaffold_9977	6731
HiC_scaffold_9979	6726
HiC_scaffold_9981	6695
HiC_scaffold_9983	6737
HiC_scaffold_9984	6733
HiC_scaffold_9985	6736
HiC_scaffold_9988	6709
HiC_scaffold_9989	6712
HiC_scaffold_9990	6799
HiC_scaffold_9991	6193
HiC_scaffold_9992	6752
HiC_scaffold_9993	6730
HiC_scaffold_9994	6779
HiC_scaffold_9995	6739
HiC_scaffold_9996	6721
HiC_scaffold_9997	5849
HiC_scaffold_9999	6787
HiC_scaffold_10001	6800
HiC_scaffold_10002	6784
HiC_scaffold_10003	6697
HiC_scaffold_10004	7244
HiC_scaffold_10006	6774
HiC_scaffold_10009	6841
HiC_scaffold_10010	6736
HiC_scaffold_10011	6851
HiC_scaffold_10013	6674
HiC_scaffold_10014	6701
HiC_scaffold_10016	6844
HiC_scaffold_10017	6675
HiC_scaffold_10019	6722
HiC_scaffold_10020	6690
HiC_scaffold_10022	6673
HiC_scaffold_10023	6739
HiC_scaffold_10024	6690
HiC_scaffold_10026	6704
HiC_scaffold_10027	6661
HiC_scaffold_10028	6688
HiC_scaffold_10029	6698
HiC_scaffold_10031	6670
HiC_scaffold_10032	6697
HiC_scaffold_10033	6759
HiC_scaffold_10035	6705
HiC_scaffold_10036	6741
HiC_scaffold_10037	6694
HiC_scaffold_10039	6704
HiC_scaffold_10040	6776
HiC_scaffold_10041	6702
HiC_scaffold_10042	6704
HiC_scaffold_10045	6701
HiC_scaffold_10047	6757
HiC_scaffold_10048	6654
HiC_scaffold_10049	6647
HiC_scaffold_10050	6741
HiC_scaffold_10051	6631
HiC_scaffold_10053	6706
HiC_scaffold_10054	6554
HiC_scaffold_10055	6607
HiC_scaffold_10057	6861
HiC_scaffold_10058	5373
HiC_scaffold_10059	6281
HiC_scaffold_10060	8389
HiC_scaffold_10061	6610
HiC_scaffold_10063	5972
HiC_scaffold_10065	6214
HiC_scaffold_10066	6520
HiC_scaffold_10068	6692
HiC_scaffold_10069	6729
HiC_scaffold_10070	6431
HiC_scaffold_10071	6264
HiC_scaffold_10072	6727
HiC_scaffold_10073	6639
HiC_scaffold_10074	6712
HiC_scaffold_10075	6251
HiC_scaffold_10076	6664
HiC_scaffold_10077	6645
HiC_scaffold_10078	6847
HiC_scaffold_10080	6717
HiC_scaffold_10081	6651
HiC_scaffold_10082	6938
HiC_scaffold_10083	6656
HiC_scaffold_10084	6714
HiC_scaffold_10085	6673
HiC_scaffold_10086	6696
HiC_scaffold_10087	6542
HiC_scaffold_10089	7160
HiC_scaffold_10090	5917
HiC_scaffold_10091	6678
HiC_scaffold_10092	6658
HiC_scaffold_10093	6682
HiC_scaffold_10094	6673
HiC_scaffold_10095	6642
HiC_scaffold_10096	6477
HiC_scaffold_10098	6617
HiC_scaffold_10099	6607
HiC_scaffold_10100	6661
HiC_scaffold_10101	6532
HiC_scaffold_10102	6711
HiC_scaffold_10103	6226
HiC_scaffold_10105	6712
HiC_scaffold_10107	6667
HiC_scaffold_10108	6656
HiC_scaffold_10109	6649
HiC_scaffold_10110	6618
HiC_scaffold_10111	6656
HiC_scaffold_10113	6662
HiC_scaffold_10114	6825
HiC_scaffold_10115	6649
HiC_scaffold_10116	6607
HiC_scaffold_10117	6525
HiC_scaffold_10118	6680
HiC_scaffold_10119	6645
HiC_scaffold_10120	6705
HiC_scaffold_10121	6735
HiC_scaffold_10122	6734
HiC_scaffold_10125	6770
HiC_scaffold_10126	6603
HiC_scaffold_10127	6636
HiC_scaffold_10128	6637
HiC_scaffold_10129	6434
HiC_scaffold_10130	6227
HiC_scaffold_10131	6842
HiC_scaffold_10132	6699
HiC_scaffold_10133	6644
HiC_scaffold_10134	6634
HiC_scaffold_10135	6574
HiC_scaffold_10137	6640
HiC_scaffold_10139	6834
HiC_scaffold_10140	6692
HiC_scaffold_10141	6708
HiC_scaffold_10142	6164
HiC_scaffold_10143	6658
HiC_scaffold_10144	6654
HiC_scaffold_10145	6698
HiC_scaffold_10146	7134
HiC_scaffold_10147	6741
HiC_scaffold_10148	6630
HiC_scaffold_10149	6625
HiC_scaffold_10150	6554
HiC_scaffold_10153	6568
HiC_scaffold_10154	6591
HiC_scaffold_10155	6628
HiC_scaffold_10156	6588
HiC_scaffold_10157	6126
HiC_scaffold_10158	6652
HiC_scaffold_10160	6519
HiC_scaffold_10161	6709
HiC_scaffold_10163	6535
HiC_scaffold_10166	6725
HiC_scaffold_10168	6701
HiC_scaffold_10169	6658
HiC_scaffold_10170	6593
HiC_scaffold_10171	6649
HiC_scaffold_10173	6512
HiC_scaffold_10174	5479
HiC_scaffold_10175	6577
HiC_scaffold_10176	6610
HiC_scaffold_10177	6590
HiC_scaffold_10178	6605
HiC_scaffold_10180	6606
HiC_scaffold_10181	6669
HiC_scaffold_10182	6598
HiC_scaffold_10183	6616
HiC_scaffold_10184	6634
HiC_scaffold_10185	6596
HiC_scaffold_10186	6586
HiC_scaffold_10187	6619
HiC_scaffold_10188	6680
HiC_scaffold_10190	7692
HiC_scaffold_10191	8441
HiC_scaffold_10192	6542
HiC_scaffold_10193	6171
HiC_scaffold_10194	6590
HiC_scaffold_10196	6719
HiC_scaffold_10197	6611
HiC_scaffold_10198	6587
HiC_scaffold_10199	6285
HiC_scaffold_10200	6583
HiC_scaffold_10202	6570
HiC_scaffold_10203	6628
HiC_scaffold_10204	6587
HiC_scaffold_10205	6631
HiC_scaffold_10206	5890
HiC_scaffold_10207	6624
HiC_scaffold_10208	6547
HiC_scaffold_10210	6591
HiC_scaffold_10211	6620
HiC_scaffold_10212	6603
HiC_scaffold_10214	6570
HiC_scaffold_10215	6649
HiC_scaffold_10218	6593
HiC_scaffold_10219	6641
HiC_scaffold_10220	6437
HiC_scaffold_10221	6605
HiC_scaffold_10222	6583
HiC_scaffold_10223	6570
HiC_scaffold_10224	6105
HiC_scaffold_10227	6291
HiC_scaffold_10228	6579
HiC_scaffold_10229	6799
HiC_scaffold_10230	6377
HiC_scaffold_10231	6575
HiC_scaffold_10233	6521
HiC_scaffold_10236	6697
HiC_scaffold_10238	6636
HiC_scaffold_10241	6543
HiC_scaffold_10243	6319
HiC_scaffold_10244	6611
HiC_scaffold_10245	6602
HiC_scaffold_10247	5925
HiC_scaffold_10249	6659
HiC_scaffold_10250	6570
HiC_scaffold_10251	6516
HiC_scaffold_10253	6530
HiC_scaffold_10254	6606
HiC_scaffold_10255	6509
HiC_scaffold_10256	6594
HiC_scaffold_10257	6701
HiC_scaffold_10258	6490
HiC_scaffold_10259	6574
HiC_scaffold_10261	6301
HiC_scaffold_10262	6305
HiC_scaffold_10265	6614
HiC_scaffold_10266	6664
